,date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
15569,1984-08-17,22.7,11.2,7,0.0,1009.3,4.1,3.1,4.2
15570,1984-08-18,23.7,16.4,14.1,0.0,1009.9,6.9,2.8,3.5
15571,1984-08-19,22.1,14.7,11,0.0,1010.9,6.2,3.1,4.2
15572,1984-08-20,24.7,15.2,11,0.0,1008.2,4.0,3.3,4.3
15573,1984-08-21,23.7,15.5,11.5,0.0,1003.4,3.5,2.6,3.3
15574,1984-08-22,20.9,15.6,12.4,0.0,1000.2,1.6,1.9,2.4
15575,1984-08-23,22.1,15.4,12.9,0.0,998.5,2.8,2.6,3.4
15576,1984-08-24,20.1,15.7,16,0.7,1001.7,5.4,1.6,2.1
15577,1984-08-25,20.9,15.0,12.9,0.0,1006.4,3.8,2.4,3.2
15578,1984-08-26,23.0,15.2,13.5,21.1,1006.9,1.6,1.9,2.4
15579,1984-08-27,20.0,13.7,11.1,0.0,1009.7,3.5,2.1,2.7
15580,1984-08-28,22.1,13.0,10,1.0,1007.1,8.9,2.1,2.8
15581,1984-08-29,20.9,11.3,9.2,0.0,1006.1,6.1,2.5,3.4
15582,1984-08-30,23.6,14.1,10.9,1.6,1001.8,15.4,2.6,3.6
15583,1984-08-31,21.2,16.9,15.6,11.8,1001.8,11.8,2.3,3.1
15584,1984-09-01,21.1,15.8,15.3,10.0,1003.0,8.5,1.3,1.7
15585,1984-09-02,21.3,16.5,15.4,0.0,1000.2,7.2,2.1,2.7
15586,1984-09-03,18.6,10.2,14.6,22.8,994.8,9.9,0.9,1.3
15587,1984-09-04,14.9,9.1,7.5,0.0,1004.2,12.1,2.2,3.2
15588,1984-09-05,15.5,7.5,5.3,0.0,1013.3,6.1,1.5,2
15589,1984-09-06,15.1,11.0,10.6,0.0,1014.8,1.9,1.3,1.7
15590,1984-09-07,18.2,12.2,10.5,0.0,1011.8,3.3,1.6,2.1
15591,1984-09-08,15.6,11.0,9.8,0.6,1000.8,9.3,1.3,1.8
15592,1984-09-09,15.2,10.6,10.5,2.1,992.1,17.4,1.5,2.5
15593,1984-09-10,16.7,8.6,6.5,0.0,999.6,12.0,2.3,3.2
15594,1984-09-11,18.7,11.8,8.9,0.0,1001.8,11.8,1.8,2.5
15595,1984-09-12,22.1,14.5,13.5,1.4,1005.8,7.9,1.8,2.3
15596,1984-09-13,18.4,14.6,13.9,3.2,1000.2,7.6,1.3,1.7
15597,1984-09-14,18.0,10.7,12.7,0.0,1002.5,10.7,1.8,2.5
15598,1984-09-15,18.2,8.3,6.5,0.0,1009.2,3.9,2.0,2.8
15599,1984-09-16,15.8,11.1,7.5,4.7,1006.3,3.2,0.9,1.1
15600,1984-09-17,16.0,9.0,6.4,3.0,999.8,7.1,1.6,2.3
15601,1984-09-18,16.1,8.1,6.3,0.0,1000.4,7.5,1.2,1.7
15602,1984-09-19,15.4,10.0,7.3,0.2,997.8,10.9,2.0,2.8
15603,1984-09-20,15.3,5.2,2.9,2.4,991.3,10.2,1.7,2.4
15604,1984-09-21,13.4,6.1,4,0.0,987.4,15.0,1.6,2.4
15605,1984-09-22,14.9,8.0,6,0.4,986.8,13.3,1.8,2.7
15606,1984-09-23,14.2,6.8,3,0.0,992.3,15.1,1.8,2.6
15607,1984-09-24,14.0,6.3,3.5,0.4,1001.0,13.0,1.7,2.4
15608,1984-09-25,14.0,7.7,5.5,0.4,1002.8,5.5,1.1,1.6
15609,1984-09-26,14.8,6.9,1.5,0.0,998.4,4.5,1.2,1.7
15610,1984-09-27,18.6,13.1,8.9,14.4,993.4,6.0,1.5,2
15611,1984-09-28,16.7,9.3,9.7,2.9,993.5,1.6,1.1,1.6
15612,1984-09-29,17.7,6.8,2.9,4.3,990.8,5.2,1.3,1.9
15613,1984-09-30,13.9,6.4,5.1,3.5,990.2,8.1,1.3,1.9
15614,1984-10-01,12.7,5.3,2.7,2.8,986.7,4.0,1.1,1.5
15615,1984-10-02,11.1,5.3,2,0.1,981.2,4.4,1.1,1.5
15616,1984-10-03,11.7,3.0,-2.6,0.0,982.2,3.3,0.9,1.2
15617,1984-10-04,12.9,4.1,-1.8,0.0,989.6,4.8,1.0,1.3
15618,1984-10-05,14.0,3.5,0.2,0.0,1001.7,8.6,1.4,1.9
15619,1984-10-06,13.2,3.6,2,0.0,1010.2,10.4,1.3,1.9
15620,1984-10-07,14.0,7.1,6.1,0.2,1009.5,9.7,0.8,1.2
15621,1984-10-08,17.5,11.1,10.2,3.8,1005.9,12.5,0.7,1
15622,1984-10-09,15.1,8.0,6.1,0.0,1010.6,6.1,1.2,1.5
15623,1984-10-10,15.9,7.5,2.3,0.5,1011.1,10.2,1.3,1.8
15624,1984-10-11,16.1,9.2,6.8,0.7,1011.7,7.7,1.0,1.3
15625,1984-10-12,17.0,10.5,6.1,0.1,1010.8,6.6,1.1,1.4
15626,1984-10-13,17.6,14.0,11.9,0.0,1009.6,12.9,1.6,2
15627,1984-10-14,18.8,13.0,13.5,0.3,1015.0,7.0,1.1,1.4
15628,1984-10-15,18.0,9.0,3.3,0.0,1015.4,2.6,0.9,1.3
15629,1984-10-16,14.9,7.6,1.9,0.0,1009.5,6.0,0.8,1
15630,1984-10-17,14.1,9.7,8.3,0.2,991.2,8.2,1.0,1.3
15631,1984-10-18,13.3,7.8,6.6,11.6,969.7,22.5,1.2,1.8
15632,1984-10-19,12.6,7.5,6.1,6.7,974.6,15.7,1.0,1.5
15633,1984-10-20,10.8,4.1,3.3,0.0,991.8,18.3,1.4,2
15634,1984-10-21,14.9,3.8,0.7,1.3,997.6,9.4,0.7,0.9
15635,1984-10-22,17.5,8.3,12.4,7.9,989.9,12.8,0.9,1.2
15636,1984-10-23,12.1,5.8,3,0.1,999.6,8.9,0.8,1.1
15637,1984-10-24,14.4,9.5,5.3,15.2,988.2,6.0,0.6,0.8
15638,1984-10-25,11.3,4.6,4,0.5,985.3,14.4,0.5,0.8
15639,1984-10-26,10.9,3.0,0.8,0.0,999.9,9.2,1.0,1.3
15640,1984-10-27,14.0,4.2,-2.5,1.1,1001.7,9.7,1.0,1.2
15641,1984-10-28,14.7,9.4,7.4,0.4,1001.3,6.7,0.7,0.9
15642,1984-10-29,17.0,10.9,4,0.6,1001.5,11.9,1.0,1.2
15643,1984-10-30,14.2,8.0,7.3,2.1,1004.3,8.7,1.0,1.2
15644,1984-10-31,15.2,7.5,2.2,0.0,999.7,11.8,0.9,1.1
15645,1984-11-01,15.4,7.1,7.9,11.2,992.7,12.0,0.8,1.1
15646,1984-11-02,9.8,4.1,4.1,0.1,997.8,6.5,0.4,0.6
15647,1984-11-03,10.2,2.5,1,0.0,1003.5,10.7,0.6,0.8
15648,1984-11-04,10.2,2.2,1.6,0.2,1001.5,7.6,0.6,0.8
15649,1984-11-05,8.5,1.4,-2.4,0.1,997.0,6.0,0.7,0.9
15650,1984-11-06,9.0,0.2,-4.4,2.2,992.3,5.6,0.4,0.6
15651,1984-11-07,11.7,5.7,4.3,3.4,989.5,6.8,0.4,0.6
15652,1984-11-08,12.2,9.1,5.8,19.6,984.7,11.3,0.4,0.6
15653,1984-11-09,12.1,6.9,1,0.0,988.3,3.9,0.3,0.4
15654,1984-11-10,13.6,5.6,2.3,0.0,995.3,5.4,0.4,0.6
15655,1984-11-11,12.6,8.9,4.1,4.2,993.4,15.8,0.9,1.2
15656,1984-11-12,11.0,5.3,5.8,0.5,991.5,3.3,0.4,0.5
15657,1984-11-13,11.4,3.4,-2,7.8,990.0,9.9,0.7,0.8
15658,1984-11-14,5.9,1.2,0.7,1.0,986.8,5.5,0.3,0.4
15659,1984-11-15,7.7,0.0,-5.9,0.5,987.7,3.2,0.1,0.2
15660,1984-11-16,7.6,1.6,-2.2,0.0,989.8,6.3,0.3,0.4
15661,1984-11-17,6.3,-1.7,-1.9,0.6,991.3,4.8,0.1,0.2
15662,1984-11-18,6.8,4.1,-0.1,6.1,988.1,4.2,0.3,0.4
15663,1984-11-19,6.3,3.3,3.6,0.0,993.0,7.6,0.1,0.2
15664,1984-11-20,10.3,5.1,-0.5,14.5,989.1,9.3,0.3,0.5
15665,1984-11-21,12.6,6.4,3.6,3.7,976.6,15.2,0.7,0.9
15666,1984-11-22,10.2,6.0,3.4,4.0,968.0,16.7,1.0,1.2
15667,1984-11-23,10.7,5.9,3.6,2.0,969.2,18.5,1.1,1.3
15668,1984-11-24,9.2,5.8,2.9,0.1,982.5,18.4,0.9,1.1
15669,1984-11-25,7.9,1.6,1.6,0.0,998.5,13.0,0.4,0.5
15670,1984-11-26,10.1,0.1,-1.4,0.0,1007.8,11.5,0.7,0.8
15671,1984-11-27,12.2,8.3,-0.7,7.2,995.4,21.5,1.2,1.6
15672,1984-11-28,10.0,6.0,3,0.0,990.1,15.9,0.9,1.1
15673,1984-11-29,12.2,7.8,2.1,0.0,986.3,14.2,1.3,1.5
15674,1984-11-30,12.5,4.0,8.1,8.2,979.1,16.1,0.7,0.9
15675,1984-12-01,5.3,0.8,-3.3,0.0,989.7,5.9,0.4,0.5
15676,1984-12-02,6.2,-2.2,-3.5,0.0,994.8,7.2,0.1,0.1
15677,1984-12-03,11.3,6.0,-3.8,5.5,991.4,9.2,0.6,0.7
15678,1984-12-04,11.5,4.5,-0.7,6.4,999.3,9.1,0.3,0.4
15679,1984-12-05,11.0,2.9,2.7,2.5,1000.2,6.2,0.2,0.3
15680,1984-12-06,10.8,2.6,-1.2,0.0,1006.4,12.1,0.6,0.6
15681,1984-12-07,11.6,9.1,6,0.0,1007.8,19.0,1.4,1.8
15682,1984-12-08,10.8,1.0,-0.5,1.5,1015.2,9.4,0.3,0.4
15683,1984-12-09,7.0,-0.2,-1.1,0.0,1022.0,12.5,0.4,0.5
15684,1984-12-10,9.3,5.5,-0.9,0.0,1019.3,10.1,0.5,0.6
15685,1984-12-11,8.8,3.6,-1.9,0.0,1013.7,6.3,0.5,0.6
15686,1984-12-12,9.4,6.3,2.4,0.0,1002.1,12.6,0.5,0.7
15687,1984-12-13,10.0,7.1,5.2,2.1,992.5,10.5,0.5,0.6
15688,1984-12-14,7.6,1.0,4.8,27.9,992.4,16.1,0.3,0.5
15689,1984-12-15,4.4,2.4,1.4,12.4,996.4,6.0,0.3,0.4
15690,1984-12-16,6.6,3.2,2.1,2.1,998.4,5.7,0.3,0.4
15691,1984-12-17,8.1,-0.4,-0.7,2.5,993.8,14.4,0.2,0.2
15692,1984-12-18,7.2,-0.6,-3.7,1.1,995.2,13.1,0.3,0.4
15693,1984-12-19,10.3,7.0,2.1,3.8,996.3,15.9,0.6,0.8
15694,1984-12-20,9.7,2.5,3.5,2.6,1003.9,12.0,0.4,0.4
15695,1984-12-21,7.5,1.1,-1.1,0.0,1013.2,11.7,0.4,0.5
15696,1984-12-22,13.4,7.5,0.9,0.2,1006.9,13.3,0.8,1
15697,1984-12-23,13.4,6.6,6.5,2.0,993.6,16.2,0.4,0.5
15698,1984-12-24,7.0,1.2,0.1,1.5,996.5,13.8,0.2,0.2
15699,1984-12-25,9.0,0.2,-1,3.8,996.0,12.4,0.5,0.6
15700,1984-12-26,4.5,-0.9,-4.3,0.1,991.0,8.0,0.5,0.6
15701,1984-12-27,5.4,-0.8,-4.7,0.2,1004.1,3.7,0.2,0.3
15702,1984-12-28,9.5,3.7,-1.3,0.0,1015.3,5.6,0.5,0.6
15703,1984-12-29,11.7,7.8,5.7,8.9,1020.7,7.0,0.4,0.5
15704,1984-12-30,11.2,6.9,7.1,0.5,1023.3,5.5,0.2,0.3
15705,1984-12-31,9.8,0.7,1.9,0.1,1022.7,7.3,0.0,0
15706,1985-01-01,4.1,-1.3,-2,0.0,1018.3,7.6,0.2,0.2
15707,1985-01-02,3.5,-2.2,-6.1,0.0,1013.0,4.6,0.1,0.2
15708,1985-01-03,4.4,-2.2,-7.5,0.0,1010.3,5.3,0.2,0.3
15709,1985-01-04,6.8,0.2,-5.2,0.1,1008.5,8.0,0.5,0.6
15710,1985-01-05,5.8,0.6,-1.3,0.3,1010.1,6.7,0.6,0.8
15711,1985-01-06,5.7,-0.5,-1.6,0.3,1010.7,9.8,0.4,0.4
15712,1985-01-07,4.7,-0.4,-4,0.1,1009.7,6.8,0.4,0.5
15713,1985-01-08,4.0,-0.6,-1.6,0.7,1008.7,9.7,0.3,0.3
15714,1985-01-09,4.0,0.2,0.4,0.0,1009.1,8.0,0.2,0.3
15715,1985-01-10,5.4,1.4,-1,0.1,1015.5,4.8,0.5,0.7
15716,1985-01-11,5.2,0.7,-2.2,0.0,1019.8,2.5,0.3,0.5
15717,1985-01-12,5.2,0.2,-3,0.0,1019.2,3.5,0.5,0.7
15718,1985-01-13,4.0,-1.2,-7.1,1.7,1019.5,7.0,0.4,0.5
15719,1985-01-14,3.1,-1.2,-5.3,0.0,1023.5,6.9,0.7,0.8
15720,1985-01-15,5.0,0.5,-3.6,0.4,1019.7,9.4,0.8,1
15721,1985-01-16,1.6,-1.4,-2.3,1.9,1011.6,5.0,0.4,0.5
15722,1985-01-17,0.5,-3.5,-4.3,4.7,1000.9,8.7,0.5,0.7
15723,1985-01-18,2.9,-1.3,-8,23.3,995.9,9.2,0.6,0.8
15724,1985-01-19,3.2,0.0,-1,6.6,995.1,6.4,0.4,0.6
15725,1985-01-20,5.0,1.4,-0.5,1.0,983.9,15.6,0.7,1
15726,1985-01-21,8.5,1.0,3,6.0,968.8,13.6,0.5,0.7
15727,1985-01-22,4.0,-0.6,-2.3,0.4,979.3,18.1,0.8,1.1
15728,1985-01-23,2.0,-3.0,-4.8,0.0,992.3,12.0,0.3,0.4
15729,1985-01-24,8.0,-2.0,-4.1,3.4,990.8,12.7,0.5,0.7
15730,1985-01-25,6.1,2.9,-2.7,1.1,983.3,7.2,0.3,0.4
15731,1985-01-26,5.0,-1.0,-0.4,0.1,990.3,7.9,0.3,0.4
15732,1985-01-27,9.8,0.6,-6.6,6.2,988.0,14.2,1.0,1.4
15733,1985-01-28,10.5,2.9,1,2.5,986.7,12.2,0.5,0.7
15734,1985-01-29,11.5,5.7,5.5,1.9,1001.0,9.9,0.4,0.5
15735,1985-01-30,12.0,5.2,2,1.8,1000.5,14.4,0.9,1.1
15736,1985-01-31,11.4,6.4,3.4,1.9,999.4,18.8,0.6,0.9
15737,1985-02-01,11.5,7.3,6.1,0.3,1003.3,22.1,0.7,1
15738,1985-02-02,10.0,6.7,3.8,0.5,1010.0,9.2,0.5,0.7
15739,1985-02-03,11.1,7.7,3.2,2.0,1013.2,6.5,0.5,0.7
15740,1985-02-04,8.5,6.6,6.3,0.0,1008.7,6.7,0.6,0.7
15741,1985-02-05,9.2,4.9,1.5,0.0,1001.9,8.6,0.7,0.9
15742,1985-02-06,9.8,6.0,3.4,14.7,1002.5,9.1,0.3,0.4
15743,1985-02-07,7.6,6.0,6,7.9,997.5,15.2,0.4,0.7
15744,1985-02-08,6.5,1.8,4.8,15.1,990.1,16.5,0.5,0.8
15745,1985-02-09,3.1,0.3,0.3,6.3,991.5,19.5,0.9,1.4
15746,1985-02-10,1.7,-2.1,-3,0.0,995.7,19.4,1.3,1.9
15747,1985-02-11,0.9,-2.3,-4.2,0.0,996.7,17.1,1.2,1.8
15748,1985-02-12,2.0,-2.4,-5,0.0,996.8,10.8,1.1,1.5
15749,1985-02-13,2.2,-1.2,-5,0.0,999.1,8.9,0.9,1.2
15750,1985-02-14,4.1,0.2,-3.4,0.0,1005.6,21.5,1.6,2.5
15751,1985-02-15,2.7,-1.0,-3.3,0.0,1014.0,19.2,1.6,2.3
15752,1985-02-16,4.2,0.3,-3.4,0.0,1016.8,14.0,1.5,2
15753,1985-02-17,5.5,-0.2,-5.7,0.0,1016.2,8.5,0.9,1.2
15754,1985-02-18,6.3,-4.0,-9,0.0,1017.0,4.2,0.7,1
15755,1985-02-19,7.6,5.0,-3,2.5,1017.4,11.9,1.1,1.4
15756,1985-02-20,8.2,1.0,-3.5,0.0,1021.1,2.9,0.4,0.6
15757,1985-02-21,9.6,2.5,-2.4,0.0,1019.5,4.3,0.8,1.1
15758,1985-02-22,9.2,3.7,-1.1,0.0,1016.5,12.3,1.2,1.6
15759,1985-02-23,11.3,7.5,5.5,0.0,1012.9,16.2,1.2,1.6
15760,1985-02-24,10.8,4.8,-0.5,0.0,1014.5,7.2,1.3,1.7
15761,1985-02-25,9.4,4.7,-2.5,0.0,1009.4,7.4,1.0,1.3
15762,1985-02-26,12.3,2.5,-1.4,0.0,1011.8,5.9,0.9,1.2
15763,1985-02-27,9.0,3.0,-0.9,2.7,1013.2,8.9,0.4,0.6
15764,1985-02-28,9.8,5.9,3.1,0.0,1007.2,13.4,1.0,1.5
15765,1985-03-01,7.5,5.3,3.9,7.1,996.2,12.2,0.6,0.9
15766,1985-03-02,8.1,4.0,4,0.1,994.0,6.8,0.6,0.9
15767,1985-03-03,9.2,4.4,1.3,8.3,982.5,12.6,0.5,0.8
15768,1985-03-04,8.1,1.5,2.6,2.5,990.5,15.7,0.9,1.5
15769,1985-03-05,10.2,0.5,-2.3,0.0,1008.9,7.9,1.1,1.5
15770,1985-03-06,11.9,6.3,2.1,0.0,1009.5,12.8,1.1,1.5
15771,1985-03-07,12.1,1.9,0,0.0,1015.2,5.9,1.3,1.9
15772,1985-03-08,12.4,3.4,-2.7,0.0,1019.3,10.9,1.7,2.2
15773,1985-03-09,14.5,8.1,5.6,0.0,1020.8,13.0,1.9,2.6
15774,1985-03-10,10.3,2.3,5.6,2.1,1027.3,10.8,1.0,1.6
15775,1985-03-11,11.4,0.6,-3.3,0.0,1031.6,4.8,1.3,1.9
15776,1985-03-12,10.6,1.8,-2.5,0.0,1022.6,9.1,1.1,1.6
15777,1985-03-13,9.6,3.0,1,0.1,1014.1,9.8,1.0,1.5
15778,1985-03-14,8.2,-0.1,-1.1,1.3,1007.2,11.3,1.2,1.8
15779,1985-03-15,5.7,0.3,-0.5,1.8,998.5,14.5,1.2,1.9
15780,1985-03-16,6.8,-1.7,-3.8,0.2,997.8,12.5,1.4,2.2
15781,1985-03-17,7.1,-2.4,-4,0.0,1004.0,6.5,1.3,2
15782,1985-03-18,6.0,1.5,-4.2,0.0,1004.8,12.8,1.5,2.3
15783,1985-03-19,5.4,1.7,1.4,1.0,999.0,12.8,1.3,1.9
15784,1985-03-20,4.0,0.4,-3.1,19.3,983.5,19.2,1.2,1.9
15785,1985-03-21,4.1,2.0,0.1,6.9,972.6,16.7,0.9,1.3
15786,1985-03-22,4.3,1.4,1.4,0.9,980.3,13.5,0.7,1
15787,1985-03-23,7.2,3.3,3,0.0,986.8,9.0,0.9,1.2
15788,1985-03-24,7.2,0.2,-0.7,0.0,987.5,9.2,1.2,1.8
15789,1985-03-25,9.4,-0.5,-5.6,0.0,987.6,4.2,1.4,2
15790,1985-03-26,9.0,-0.5,-5,0.0,993.8,5.8,1.2,1.7
15791,1985-03-27,6.4,0.6,-3,0.0,1005.5,10.2,1.3,1.9
15792,1985-03-28,8.7,2.2,-0.7,0.0,1006.5,13.5,1.7,2.4
15793,1985-03-29,14.6,5.1,3.5,8.8,990.8,12.0,1.7,2.4
15794,1985-03-30,14.6,7.9,5.7,2.4,980.8,13.3,1.9,2.8
15795,1985-03-31,14.7,6.6,4,9.7,985.8,15.7,2.3,3.5
15796,1985-04-01,14.0,7.4,6.6,2.6,985.8,17.0,1.2,1.8
15797,1985-04-02,15.0,6.9,4.5,0.1,996.4,10.8,1.4,1.9
15798,1985-04-03,15.2,9.0,7.2,0.0,991.2,14.0,2.3,3.3
15799,1985-04-04,10.2,7.2,4.7,2.7,982.2,13.8,0.8,1.2
15800,1985-04-05,12.4,6.0,5.2,1.9,977.3,7.7,1.4,2.1
15801,1985-04-06,14.4,5.6,2,2.1,982.0,7.4,2.0,2.8
15802,1985-04-07,9.7,5.5,1.8,8.4,978.5,9.8,0.9,1.2
15803,1985-04-08,12.7,4.3,5.2,0.6,980.4,8.9,1.8,2.5
15804,1985-04-09,12.4,3.6,1.9,2.6,989.9,8.2,1.9,2.8
15805,1985-04-10,11.5,4.1,3.1,1.7,995.0,8.7,1.5,2.3
15806,1985-04-11,9.5,3.0,5.6,10.0,990.1,16.6,1.5,2.6
15807,1985-04-12,11.7,1.5,-0.2,0.9,993.6,15.1,1.2,2
15808,1985-04-13,10.1,3.8,2,4.5,983.9,21.1,1.7,3
15809,1985-04-14,12.4,4.2,1.8,0.0,998.8,15.7,2.5,4
15810,1985-04-15,16.6,5.5,3.2,0.3,1009.9,10.2,2.2,3.2
15811,1985-04-16,17.1,9.5,5.8,0.0,1015.3,9.4,2.4,3.4
15812,1985-04-17,16.1,7.3,7.4,0.0,1018.8,5.8,2.1,2.9
15813,1985-04-18,14.3,5.3,2.5,0.0,1015.3,8.0,2.4,3.7
15814,1985-04-19,13.8,5.0,1.3,0.0,1010.6,12.4,2.0,3
15815,1985-04-20,9.4,2.0,-1.1,0.0,1008.7,12.6,2.2,3.5
15816,1985-04-21,9.5,3.4,-0.8,0.0,1011.2,16.8,1.7,2.8
15817,1985-04-22,9.9,5.3,1.8,0.0,1014.4,10.4,2.1,3.3
15818,1985-04-23,9.1,4.7,0.9,0.0,1016.2,12.2,1.8,2.9
15819,1985-04-24,14.1,2.0,-2.7,0.0,1017.3,6.1,2.6,3.8
15820,1985-04-25,11.3,5.0,4.6,0.1,1014.3,6.8,1.9,2.7
15821,1985-04-26,13.8,4.6,1.5,0.0,1007.9,8.8,2.4,3.4
15822,1985-04-27,10.7,1.3,3.5,0.2,1006.5,14.2,2.5,3.9
15823,1985-04-28,10.9,-0.8,-3.5,1.5,1007.0,12.8,1.1,1.9
15824,1985-04-29,12.9,9.2,9.1,0.0,1003.3,12.6,1.3,2
15825,1985-04-30,14.2,5.0,5.5,0.0,1005.2,11.7,2.1,3.2
15826,1985-05-01,11.5,3.2,1.5,0.5,1006.2,11.4,1.7,2.7
15827,1985-05-02,13.2,4.2,-0.4,0.0,1003.9,7.0,2.9,4.3
15828,1985-05-03,11.8,1.7,-1,0.0,1003.3,7.5,1.9,2.8
15829,1985-05-04,10.4,5.2,5.5,0.0,995.5,4.5,1.7,2.3
15830,1985-05-05,7.4,5.3,5.1,9.6,986.6,6.8,1.0,1.4
15831,1985-05-06,10.8,4.9,2.7,1.6,993.5,8.5,1.7,2.6
15832,1985-05-07,15.0,3.2,0.2,0.0,1004.9,5.2,2.5,3.6
15833,1985-05-08,15.2,5.5,3,0.0,1006.0,7.6,2.2,3.2
15834,1985-05-09,11.3,4.2,3.8,2.0,1004.8,14.1,1.8,2.9
15835,1985-05-10,12.3,6.1,4.2,0.0,1012.0,13.7,2.3,3.6
15836,1985-05-11,12.5,6.9,7.3,0.0,1015.2,7.8,2.7,4.1
15837,1985-05-12,12.4,5.6,1.6,0.0,1010.9,7.7,2.4,3.7
15838,1985-05-13,10.5,8.0,6.5,2.9,1004.8,12.5,1.2,1.8
15839,1985-05-14,14.4,8.2,7.7,6.0,997.1,5.9,1.8,2.6
15840,1985-05-15,12.5,7.5,7.9,22.5,995.1,7.2,1.0,1.4
15841,1985-05-16,15.0,9.5,5.5,0.0,1006.7,7.1,2.9,4.2
15842,1985-05-17,18.2,10.5,8.2,0.0,1012.8,4.3,2.5,3.3
15843,1985-05-18,17.3,10.3,10.1,0.0,1011.8,8.8,2.6,3.6
15844,1985-05-19,10.6,8.5,9.7,6.9,1009.0,10.9,0.6,1
15845,1985-05-20,10.2,7.8,9,7.1,1005.8,9.3,0.8,1.1
15846,1985-05-21,12.5,8.0,8.6,0.5,1001.1,8.2,1.7,2.5
15847,1985-05-22,15.6,7.2,5.2,0.0,996.5,4.2,2.8,3.8
15848,1985-05-23,14.6,9.7,6.7,7.1,989.6,5.9,1.5,2
15849,1985-05-24,15.4,8.9,8.9,0.5,984.8,13.7,2.8,4.3
15850,1985-05-25,16.8,9.9,8.6,0.2,991.9,12.3,2.2,3.2
15851,1985-05-26,17.5,10.9,10.2,0.0,992.3,11.5,2.4,3.5
15852,1985-05-27,14.3,6.7,10.3,2.6,995.9,9.1,1.9,3.1
15853,1985-05-28,15.3,4.0,2.9,0.1,1008.2,7.7,3.0,4.4
15854,1985-05-29,15.2,6.0,2.9,0.0,1016.1,4.4,3.3,4.6
15855,1985-05-30,18.4,7.0,0.3,0.0,1017.1,4.4,3.7,5.1
15856,1985-05-31,15.6,8.0,2.6,0.0,1018.5,5.8,3.9,5.5
15857,1985-06-01,15.8,8.2,2.5,0.0,1017.9,5.8,3.9,5.5
15858,1985-06-02,17.1,8.7,3.2,0.0,1014.3,4.3,3.9,5.4
15859,1985-06-03,17.4,9.0,5,0.0,1009.2,5.8,3.8,5.4
15860,1985-06-04,17.3,10.2,7.5,0.1,1003.8,4.5,3.7,5
15861,1985-06-05,15.6,10.1,10.8,12.3,1001.3,3.9,1.0,1.3
15862,1985-06-06,12.4,6.4,10,7.3,1004.2,10.5,1.5,2.4
15863,1985-06-07,13.6,3.0,2.5,1.1,1006.9,7.5,2.6,3.9
15864,1985-06-08,13.6,6.4,3.6,1.9,1003.1,8.8,1.6,2.4
15865,1985-06-09,13.9,7.7,7.6,2.8,998.0,11.6,2.7,4.3
15866,1985-06-10,15.4,6.3,5.3,1.4,1003.3,12.4,2.4,3.9
15867,1985-06-11,14.3,7.5,8.1,3.6,997.2,13.8,1.5,2.5
15868,1985-06-12,15.1,6.0,5.5,1.6,993.2,14.6,2.6,4.3
15869,1985-06-13,15.0,5.9,6,0.0,1001.5,7.1,2.1,2.9
15870,1985-06-14,14.7,5.7,3,0.0,1007.8,4.7,2.8,3.8
15871,1985-06-15,15.3,4.3,2,0.0,1011.1,4.0,2.5,3.4
15872,1985-06-16,16.6,5.7,2.9,0.0,1010.0,4.8,3.4,4.7
15873,1985-06-17,16.5,10.7,9.1,6.5,1004.8,7.3,2.1,2.8
15874,1985-06-18,15.4,9.1,7.6,0.0,1004.2,5.5,2.4,3.3
15875,1985-06-19,16.4,8.2,4.6,0.0,1001.5,4.0,2.8,3.8
15876,1985-06-20,16.2,9.4,8.5,20.2,995.3,11.2,2.3,3.6
15877,1985-06-21,14.0,11.0,10.7,5.3,985.0,12.6,1.0,1.7
15878,1985-06-22,15.4,11.1,12,11.3,984.7,7.8,1.3,1.8
15879,1985-06-23,18.4,9.2,8.6,0.0,992.0,10.7,3.6,5.3
15880,1985-06-24,17.0,7.9,5.9,0.6,1000.1,8.8,3.2,4.7
15881,1985-06-25,17.5,8.0,5.1,0.2,1005.0,7.0,3.0,4.3
15882,1985-06-26,16.5,7.8,7.1,0.6,1007.6,10.3,2.4,3.7
15883,1985-06-27,15.7,9.7,8.5,0.0,1009.1,10.8,2.2,3.2
15884,1985-06-28,19.8,10.2,8,0.0,1003.7,9.5,3.5,4.8
15885,1985-06-29,16.0,10.1,9.9,0.3,1003.0,2.3,2.5,3.2
15886,1985-06-30,19.0,10.3,9.4,1.4,1004.1,6.2,2.1,2.9
15887,1985-07-01,20.4,10.9,10.4,0.0,1007.1,6.8,2.8,3.9
15888,1985-07-02,21.7,14.4,11.7,0.0,1008.8,3.6,4.0,5.2
15889,1985-07-03,20.6,13.2,12.5,0.0,1008.2,5.7,2.7,3.6
15890,1985-07-04,22.2,15.0,12,0.0,1006.0,5.5,3.8,5
15891,1985-07-05,19.9,10.2,15,15.5,1007.2,8.5,2.4,3.2
15892,1985-07-06,18.2,8.9,8.6,0.0,1014.5,8.1,3.4,4.9
15893,1985-07-07,19.8,8.6,7.2,0.0,1017.3,4.6,3.2,4.4
15894,1985-07-08,20.0,11.9,9.9,0.0,1013.0,10.4,2.8,3.9
